knee	膝	2461
kneel	跪	2745
know	知	1223
kudzu	葛	2398
label	牒	2926
labor	労	860
lack	欠	466
lacquer	漆	932
lad	彦	1716
ladder	梯	2479
ladle	勺	68
lady	婦	1151
lagoon	潟	2039
laid waste	荒	488
lake	湖	148
lament	悼	621
lamp	灯	165
lamp [old]	燈	2972
lance	槍	2516
land	陸	1513
lapel	衿	2623
lapis lazuli	琉	2557
large	大	107
large goose	鴻	2313
large hill	阜	2928
lass	嬢	1530
last day of the month	晦	2452
lastly	畢	2570
lathe	挽	2244
laugh	笑	938
laundry	濯	577
lazy	惰	629
lead (metal)	鉛	794
leader	将	731
leaf	葉	228
leak	漏	1068
lean	傾	1011
leap	躍	1285
learn	習	574
leather	革	1893
lecture	講	1816
leech	蛭	2696
leek	韮	2081
lees	糟	2649
left	左	77
leg	足	1279
legitimate wife	嫡	440
leisure	閑	1625
lend	貸	1007
length	丈	691
lengthen	張	1921
let it be	爾	2074
level	均	160
levy	賦	378
lewd	淫	2298
license	允	765
licensed quarters	廓	2235
lick	嘗	2870
lid	蓋	2388
lie	詐	1141
lie down	寝	1150
life	生	1555
lightly	軽	717
lightning-bug	蛍	518
likeness	如	100
limb	肢	714
limit	限	1466
limpid	晃	2446
line	線	1339
lineage	系	1391
lined kimono	袷	2625
linen	布	405
liner	舶	1869
link up	繋	2655
lion	獅	2345
lips	唇	2013
listen	聴	827
little	小	105
livelihood	暮	232
lively	活	143
liver	肝	1649
livestock	畜	1384
livraison	篇	2645
load	載	359
local god	祇	2600
location	場	545
lock	錠	383
lofty	尭	2095
logic	理	265
loins	腰	1605
loneliness	寂	720
long	長	1920
long time	久	1016
long-distance	距	1281
longevity	寿	1565
longevity [old]	壽	2995
longing	欲	792
longing [old]	慾	2984
longness	竪	2618
look after	伽	2115
look back	顧	1084
look to	臨	854
loose	漫	830
loosen	弛	2242
loquat	枇	2519
lord	主	266
lose	失	845
lose weight	痩	2577
lot	壌	1529
lottery	籤	2082
lotus	蓮	2360
lotus blossom	蓉	2362
lotus flower	芙	2361
love	愛	737
lovely	麗	2002
lower	低	1831
lowly	卑	1511
loyalty	忠	602
lucidity	澄	1704
lull	凪	2140
lumber	材	683
lunar month	皐	2070
lunatic	狂	260
lungs	肺	414
lute	琶	2913
luxuriant	繁	1337
lye	鹸	2867
mackerel	鯖	2820
madder red	茜	2407
made in...	製	419
magistrate	卿	2898
magnet	磁	1390
mahjong tiles	牌	2873
mail	郵	1847
majestic plural	朕	2027
make	作	1142
make a deal	商	439
make a profit	儲	2118
make amends	悛	2059
make do	做	2132
make headway	捗	2269
male animal	牡	2552
male/man	男	859
mallet	樵	2478
malt	麹	2753
mama	母	101
mandala	曼	2100
mandarin orange	橘	2494
mandate	掟	3007
maneuver	操	671
manipulate	掌	801
mannerism	癖	1691
many	多	108
map	図	1180
maple tree	楓	2471
marine blue	瑠	2555
market	市	412
marketing	販	726
marquis	侯	1639
marriage	婚	1830
marrow	髄	1290
marry into	嫁	542
marsh	沼	137
martyrdom	殉	809
masculine/male	雄	743
mask	面	1892
masses	衆	1857
mate	倶	2124
matrimony	姻	584
matter	事	1156
mausoleum	陵	1518
me	僕	1794
meadow	原	134
meal	飯	1473
measles	疹	2574
measurement	寸	45
measuring box	升	42
meat	肉	1022
mechanism	機	1382
mediator	媒	1761
medicine	薬	1736
mediocre	凡	62
meeting	会	752
melancholy	憂	616
mellow	熟	310
melodious	朗	1469
melon	瓜	1877
melt	溶	791
membrane	膜	233
memorial	偲	2129
memorize	覚	325
menacing/upbraid	嚇	2026
mend	綴	2073
mention	述	1524
mercy	慈	1389
merit	効	1276
meritorious deed	勲	1677
metallurgy	冶	2137
metaphor	喩	3009
method	法	751
metropolis	都	1846
mid-air	宙	1109
mile	哩	2950
military officer	尉	1095
milk	乳	729
mill	碓	2596
millet	黍	2605
millimeter	粍	2948
mimeograph/facsimile	謄	1211
mimic	擬	1411
mineral	鉱	741
mingle	交	1275
minstrel	伶	2112
mirror	鏡	483
miscellaneous	雑	562
miso	噌	2177
miss	喪	1926
mistake	誤	1899
mistress	嬬	2203
mix	混	450
moat	濠	2306
mochi	餅	2802
model	塑	1960
modest	遜	2422
moisten	渥	2320
moment	刹	2144
monk	裟	2701
monkey	猿	403
monme	匁	1027
month	月	13
moo	牟	2961
more and more	弥	2241
moreover	且	2034
morning	朝	52
morrow	晨	2443
mortar	臼	2063
mosquito	蚊	1728
moss	苔	2356
moth	蛾	2694
mother-in-law	姑	2205
mottled	彪	2876
mould	型	680
mountain	山	768
mountain peak/mountain pass	峠	773
mountain stream	渓	840
mountaintop	嶺	2228
mourning	忌	599
mouse	鼠	2065
mouth	口	11
move	動	1676
mow	苅	2387
moxa	灸	2538
mud	泥	1055
mulberry	桑	698
murky	暝	2843
muscle	筋	941
mushroom	茸	2394
music	楽	1735
musical score	譜	1787
mustard	芥	2376
muster	揃	2255
mutually	互	757
my son	倅	2131
myself	俺	2058
mysterious	玄	1383
nab	捉	2260
nail	釘	2766
naked	裸	1124
name	名	112
national flag	旗	1764
nativity	誕	393
nautical mile	浬	2951
navigate	航	1870
navy blue	紺	1758
near	近	1129
neck	首	70
neck and throat	頚	2796
need	要	1604
needle	針	274
negate	否	1218
negative	不	1217
neglect	怠	745
neighboring	隣	1311
nephew	甥	2910
nest	巣	1927
nestle	栖	2497
netting	網	1373
new	新	1502
newborn babe	児	58
next	次	471
nickname	号	1242
niece	姪	2201
nifty	凄	2133
night	夜	1037
nightbreak	旦	30
nightfall	晩	1974
nightingale	鴬	2907
nine	九	9
nitrate	硝	115
node	節	1464
nonplussed/visit	参	1720
noodles	麺	2752
nook	隈	2427
noon	午	568
north	北	445
nose	鼻	678
not	勿	1049
not yet	未	216
notebook	帳	1922
nothingness	無	1775
nourishing	滋	1388
now	今	1587
nucleus	核	1520
numb	萎	2355
number	数	929
nun	尼	1054
oak	柏	199
oar	梶	2502
obeisance/auxiliary	陪	1299
obeisant	穆	2612
obese	肪	494
obey	順	129
obituary	訃	3010
obscure	昧	2445
observance/dedicate	奉	1573
obstacle	碍	2592
obvious	瞭	2582
occasion	際	1296
occupation	営	1034
ocean	洋	549
octopus	蛸	2690
of	之	1214
offering	献	1615
officer	吏	693
offspring	甫	2097
oil	油	1107
ointment	膏	2923
old	古	16
old Kyoto	洛	2302
old boy	君	1162
old man	老	1251
old woman	婆	804
olden times	旧	35
on the verge of	瀕	2305
once upon a time	昔	1184
one	一	1
one-sided	片	1212
oneself	自	36
onion	葱	2389
only	只	53
ooze	泌	636
open	開	1622
open sea	沖	138
or again	又	696
orchid	蘭	2363
orderliness	諧	3012
orders	令	1401
organize	整	1670
ornate	綺	2667
orphan	孤	1879
other	他	961
ought	須	1718
outburst	暴	1801
outline	概	1482
outlook	観	572
outpost	站	2620
outside	外	111
outskirts	郊	1844
outstanding	擢	2272
overall	統	1347
overarching	昴	2435
overcome	克	104
overdo	過	1293
overflow	濫	1454
overgrown	茂	360
overhang	庇	2236
overjoyed	嬉	2207
overnight	泊	147
overpowering	豪	543
oversee	監	1453
overthrow	倒	980
overturn	顛	2789
owl	梟	2837
oyster	蛎	2697
packed	詰	343
paddy-field ridge	畦	2571
paddy-ridge	畔	1204
page	頁	60
pagoda	塔	254
pain	痛	1690
paint	塗	1663
pair	双	697
palanquin	輿	2860
pale blue	蒼	2399
palisade	柵	2507
pan	汎	2327
panther	豹	2734
paper	紙	1829
parable	譬	2728
paragraph	項	82
parakeet	鸚	2830
paralysis	痺	2579
parasol tree	梧	3003
parcel post	逓	1858
parch	燥	215
pardon	赦	1744
parent	親	1504
park	園	585
park [alternate]	薗	2974
parrot	鵡	2831
parsley	芹	2396
part	分	781
partial	偏	1823
particularly	殊	810
partition	頒	783
partner	侶	2121
parts of speech	詞	1865
party	党	797
pass through	邁	2970
paste	糊	2650
patent	彰	1715
path	路	1282
pathetic	哀	401
patrol	巡	285
patronage	寵	2982
pattern	範	1413
paulownia	桐	204
pavilion	亭	311
pay	払	738
pay respects	伺	1864
peaceful	泰	1570
peach tree	桃	236
pear tree	梨	907
pearl	珠	258
peck at	啄	2168
pedestal	台	744
peek	覗	2875
peel off	剥	2145
peep	窺	2613
pelt	皮	802
penal	懲	888
penalty	罰	833
penetrate	徹	886
penitential	懺	2083
pennant	幟	2233
people	民	1834
peregrine falcon	隼	2879
perfect	完	187
performance	演	2007
performing artist	伎	2122
perfume	芳	493
period	期	1765
permanence/remote	悠	958
permit	許	569
persimmon	柿	2481
person	人	951
person in charge	係	1392
persuade	勧	864
perusal	覧	855
petition	願	135
petting	撫	2270
phantasm	幻	1862
pheasant	雉	2584
philosophy	哲	1131
phlegm	痰	2573
phoenix	鳳	2142
phosphorus	燐	2052
phrase	句	65
pick	採	733
pick up	拾	667
picket	杭	2484
pickling	漬	1545
picture	絵	1346
piebald	騨	2804
pierce	貫	102
pig-iron	銑	270
pigeon	鳩	1946
piled high	堆	2185
pillage	掠	2247
pillar	柱	268
pillow	枕	2472
pinch	摘	657
pine tree	松	785
pining	慕	633
pioneer	魁	2924
pipe	管	1273
pit	坑	306
pitch dark	闇	2777
pity	惜	1187
place	所	1127
place on the head	頂	94
placement	置	832
placenta	胞	531
plains	野	1596
plains [old]	埜	2979
plan	案	214
plane	削	118
plank	板	724
plant	植	205
plantain	芭	2386
plantation	栽	358
play	遊	1047
play music	奏	1571
pleasure	愉	628
pleated skirt	袴	2626
pledge	契	1549
plentiful	夥	2943
pliable	靭	2786
plot	計	337
plotosid	樗	2526
plow	鋤	2756
pluck	抽	1106
plug	栓	264
plug up	窒	1321
plum	梅	460
plump	太	120
pocket	懐	828
podium	壇	587
poem	詩	346
pointed	鋭	500
poison	毒	1531
pole	竿	2632
poles	極	1903
polish	研	675
polite	諄	2706
politics	政	381
pond	池	516
ponder	惟	2276
pongee	紬	2666
pony	駒	1979
pop song	唄	2178
pork	豚	538
port	湊	2309
portable	携	687
portent	兆	235
possess	有	79
possessed	憑	2428
post	職	824
posture	構	1818
pot	鍋	2757
potato	芋	1655
pottery	陶	1966
pour	注	267
poverty	貧	782
power	力	858
pox	痘	1684
practice	練	1343
praise	褒	998
pray	祈	1128
precious	貴	1771
precious stone	瑶	2553
precipitous	険	1672
preface	序	1594
prefecture	県	513
pregnancy	妊	507
present	現	259
presents	贈	503
press down on	按	2259
pressing	逼	2420
pressure	圧	152
prevarication	詑	2718
previously	既	1481
price	値	978
princess	姫	849
printing	刷	1069
printing block	版	1213
prison	獄	338
private	私	902
prize	賞	796
proceed	赴	386
proclaim	宣	188
prodigal	蕩	2357
products	産	1560
profit	利	906
progress	晋	2436
prohibition	禁	1098
prolong	延	392
promise	約	1362
promontory	崎	778
property	財	682
proportion	割	1553
propose	提	665
prosperous	昌	25
prostrated	伏	962
protect	保	997
protein	蛋	2683
proverb	諺	2723
provisions	糧	926
prudence	慮	1996
pruning	剪	2941
public	公	784
public chamber/hall	堂	798
publish	刊	1650
pull	引	1232
pull through	凌	2136
punish	刑	679
pup	狗	2341
pupil	瞳	437
pure	清	1539
purification	斎	1732
purple	紫	1375
purple willow	楊	2473
pursue	逐	539
pus	膿	2455
push	押	1114
put up (a notice)	掲	673
quack	薮	2403
quaff	呑	2080
quake	震	2010
quandary	困	579
quantity	量	177
quarrel	嘩	2160
quasi-	准	560
queen	妃	527
query	訊	2713
question	問	1617
quick	速	1669
quickwitted	怜	2278
quiet	静	1540
quill	翰	2780
quire	帖	2231
quit	罷	2032
quote	云	2102
rabbit	兎	2093
racoon dog	狸	2338
radiance	輝	302
raft	筏	2629
railing	堵	2192
rain	雨	422
rainbow	虹	520
raise	挙	1938
range	域	356
rank	位	955
rapidly	疾	1686
rapids	瀬	1666
rare	珍	1723
rather	寧	834
ratio	率	1737
rattan box	箪	2631
raw cotton	棉	2512
ray	光	119
re-	戻	1081
reach out	及	688
read	読	348
reality	実	1572
reap	刈	1488
rebellion	叛	2902
rebuke	諭	352
rebuttal	駁	2808
receive	享	308
receptable	托	2264
recess	憩	611
recitation	詠	345
recollection	憶	632
recommend	薦	2000
record	録	1144
recreation	娯	1898
recruit	募	861
rectify	矯	1221
red	赤	1743
redaction	纂	2641
reed	荻	242
reef	礁	558
refined	精	1535
reflect	映	1742
reformation	改	528
refreshing	涼	313
refulgent	灼	2544
regiment	隊	1306
register	簿	949
regret/resentment	恨	1460
regularity	秩	903
reign	治	746
reinforce	輔	2730
reject	斥	1138
rejoice	喜	1445
relatives	戚	2882
relax	安	190
reliant	依	971
religion	宗	1100
remainder	残	808
remains	骸	2874
remonstrate	諌	2708
remorse	憾	631
remote	遼	2419
remove	撤	760
rend	破	806
renowned	著	1258
reparation	償	985
repast	餐	2798
repay	酬	1432
repeatedly	頻	373
repel	拒	857
repent	悔	625
report	報	1507
repose	靖	2621
reprehend	咎	2156
repress	抑	1700
repudiate	排	1634
reputation	誉	1939
request	求	934
research	究	1320
resemblance	肖	114
reserved	虔	2868
reside	居	1063
residence	邸	1841
resign	辞	1497
resist	抵	1832
respect	恭	1803
respect for elders	悌	2283
responsibility	任	1003
rest	休	965
restore	復	875
resucitate	甦	2940
resurrect	蘇	2380
retainer	臣	848
retch	嘔	2999
retreat	退	1465
return	返	725
revelation	告	247
revered	尊	1439
review	閲	1618
revile	蔑	2390
revise	訂	339
revolve	転	420
rhinoceros	犀	2069
rhyme	韻	481
rhythm	律	874
ri	里	173
rib	肋	2463
rice	米	919
rice bran	糠	2652
rice field	田	14
rice gruel	粥	2243
rice plant	稲	910
rice-field footpath	畷	2072
riddle	謎	2709
ride	乗	1585
ridgepole	棟	505
ridicule	慢	829
right	右	78
righteousness	義	641
rin	厘	178
ring	環	836
rinse	洒	2292
riot	乱	72
rise up	昇	43
rising sun	旭	27
risk	冒	18
ritual	祭	1102
river	河	146
river pool	瀞	2323
rivet	鋲	2763
road-way	道	277
roast	煎	2548
rob	奪	566
robust	壮	321
roc	鵬	2829
rocksalt	鹵	2866
rocky	嵯	2230
rocky beach	磯	2594
rod	棒	1575
romance	恋	1748
roof	屋	1058
roofbeam	梁	2299
room	室	754
roost	棲	2496
root	根	1461
rose of Sharon	舜	2915
rot	腐	1023
rotation	旋	1046
rough seas	灘	2321
round	丸	44
rouse	起	526
route	途	1661
row	並	1785
rowboat	艇	1876
rowing	漕	1175
rub	抹	644
rubbing	摺	2258
rubbish	屑	2219
rudder	舵	2674
rue	慨	1483
rugged mountains	崚	2225
rule	則	88
ruled lines	罫	2698
rumble	轟	2729
rumor/explanation	説	499
run	走	384
run alongside	沿	795
rush	馳	2805
rush mat	菰	2383
rust	錆	2771
rust-colored/cinnabar	丹	2038
rustling	颯	2619
rut	軌	288
sabre/saber	剣	1671
sack	袋	1006
sacred Shinto tree	榊	2490
sacrifice	犠	643
sad	悲	1635
saddle	鞍	2782
saddle straps	鞘	2784
safeguard	護	700
sagacious	俊	1014
sail	帆	406
sake	酒	1428
salarium	禄	2602
salary	給	1349
saliva	唾	2165
salmon	鮭	2815
salt	塩	1458
salute/salutation	礼	1087
salvation	救	936
same	同	180
sand	砂	117
sandalwood	檀	2525
sandwiched	挟	1267
sapience	叡	2905
sardine	鰯	2813
sash	帯	415
sated	飽	1480
savings	貯	194
say	言	335
sayeth	曰	578
scaffold	桟	367
scaled	鱗	2054
scar	痕	2578
scarlet	緋	2659
scatter	散	1189
scenery	景	314
scheme	策	948
scissors	鋏	2773
scold	叱	2179
scorn	侮	989
scout	哨	2154
scratch	掻	2252
screw	螺	2691
scribe	記	529
scroll	巻	1207
scurry	趨	2086
sea	海	461
sea bream	鯛	2812
seacoast	浜	1332
seagull	鴎	2828
seal	封	156
search	捜	1120
seasons	季	912
seat	席	1193
seaweed	藻	2035
seclude/faint	幽	1380
second	秒	899
secrecy	密	775
secret	秘	904
secret agent	諜	2726
section	部	1845
sedge	菅	2410
sediment	澱	2300
seduce	召	86
see	見	57
seedling	苗	234
seep	滲	2291
seethe	沸	1237
seize	獲	701
self	己	525
self-effacing	謙	1600
selfish	恣	3014
sell	売	323
semi-	準	564
send back	還	837
sensitive	恕	2434
sentence	文	1725
separate	別	90
sequential	循	1854
set	据	1064
set aside	措	1188
set free	放	496
set straight	匡	2892
settlement	納	1356
settlings	粕	2648
seven	七	7
severance	断	1136
sew	縫	1563
sex	性	1558
shade	陰	1592
shadow	影	1712
shake	振	2011
shaku	尺	1070
shallow	浅	369
shalt	莫	2105
sham/provisional	仮	966
shame	恥	823
shape	形	1711
shark	鮫	2821
sharp	冴	2134
sharp point	尖	2903
shave	剃	2146
sheep	羊	547
sheet of...	枚	332
shelf	棚	202
shellfish	貝	54
shield	盾	1853
shift	移	898
shimmering	耀	2880
shin	脛	2989
shingling	葺	2392
shining	昭	87
ship	船	1874
shire	庄	2238
shish kebab	串	603
shoes	靴	1894
shoot	射	1249
shop	舗	1839
shop [alternate]	鋪	2975
short	短	1442
should	筈	2646
shoulder	肩	1077
shouldering	担	668
shout	叫	1508
shove	挨	2248
show	示	1086
shrimp	蝦	2689
shrink	縮	1336
shrouded	掩	2057
shudder	慄	3024
sickle	鎌	1599
side	側	975
side gate	閤	2776
sides of the mouth	吻	2174
sideways	横	1751
sigh	嘆	1579
sign of the bird	酉	1427
sign of the cow	丑	2040
sign of the dragon	辰	2008
sign of the hare	卯	2041
sign of the hog	亥	1519
sign of the snake	巳	2042
sign of the tiger	寅	2006
signature	署	1259
signpost	標	1608
silence	黙	240
silicon	珪	2564
silk	絹	1368
silkworm	蚕	523
silver	銀	1459
simple	単	1928
simplicity	簡	1621
sincerity	誠	363
single	独	522
sink	沈	1888
sire	紳	1361
sitting in mediation	坐	2844
six	六	6
skeleton	骨	1288
sketch	描	670
skids/shins	脚	1396
skill	技	712
skin	膚	1992
skirt	裳	800
slacken	緩	1952
slander	誹	2724
slap	撲	1793
slaughter	劉	2143
slave	隷	2036
sled	橇	2521
sleep	眠	1835
sleeve	袖	1108
slender	繊	1790
slender bamboo	篠	2639
sliding door	襖	2627
slip out	抜	705
slippery	滑	1289
slope	坂	723
slow	遅	1067
sly	猾	2335
small bell	鈴	1406
small craft	艘	2068
smash	砕	116
smoke	煙	1612
snake	蛇	519
snapping turtle	鼈	3000
snapshot	撮	822
sniff	嗅	3008
snore	鼾	2944
snow	雪	1143
so-and-so	某	1759
so-called	謂	2725
soar	翔	2933
sociable	懇	1970
soft	軟	470
soil	土	150
soldier	兵	1331
solely	唯	556
solemn	粛	1733
solicit	請	1536
solitude	淋	2310
solution	答	947
somebody	身	1248
someone	者	1256
son	郎	1851
song	歌	469
soot	煤	2541
soothe	宥	2210
sorceress	巫	2930
sort	類	931
sort of thing	然	241
soul	魂	2021
sound	音	479
soup	汁	140
source	源	142
souse	潅	2314
south	南	1613
southeast	巽	2861
sovereign	帝	435
sowing	蒔	2395
soy sauce	醤	2746
span	亘	32
span [old]	亙	2985
spare time	暇	1882
sparkle	晶	22
sparrow	雀	2878
sparse	稀	2611
spatula	箆	2633
speaketh	申	1117
special	特	246
specialty	専	46
species	種	1679
specimen	鑑	1455
speckled	斑	2556
sphere	圏	1208
spicy	辛	1496
spin a tale	噺	2176
spinal column	脊	2071
spindle	錘	1584
spindle tree	柾	2489
spine	呂	24
spinning	紡	1357
spiny	梗	2498
spirit	気	1885
spirits	霊	1791
spit	吐	151
splash	沫	218
splendor	華	1581
split	裂	813
split up	訣	2714
spoils	捷	2273
spoke	輻	2731
sponsor	催	987
spoon	匕	444
spot	点	169
sprain	挫	2845
spray	溌	2307
spread	敷	1883
spring	泉	133
springtime	春	1568
sprinkle	撒	2271
spy	偵	981
squad	班	1229
square jewel	圭	155
squat/sit	座	1024
squeeze	搾	1324
stab	突	1319
stagnate	滞	416
stalk	茎	715
stalwart	毅	2889
stamen	蕊	2393
stammer	吃	2175
stamp	印	1425
stand up	立	431
standard	規	841
standstill	逗	2423
star	星	1556
star-anise	樒	2532
stare	眺	237
start	孟	2872
starve	餓	1476
state	州	128
stately	凛	2138
station	駅	1984
stationary	箋	2991
statue	像	1977
stature	背	446
status	格	292
status quo	状	239
steadily	漸	1135
steal	盗	1451
stealth	窃	1322
steam	蒸	1900
steed	駿	2060
steel	鋼	1962
steep	峻	2061
step	踏	1287
stern	厳	1936
stew	烹	2549
sticky	粘	921
stiff	硬	695
stimulate	促	1280
stinking	臭	122
stipend	俸	1574
stirred up	奮	565
stocks	株	222
stole	袈	2700
stomach	胃	29
stone	石	113
stop	止	370
stop short	已	2937
stop-over/parking	駐	1982
store	店	588
storehouse	蔵	850
storey	階	1309
storm	嵐	777
straddle	跨	2744
straightaway	直	73
strainer	濾	2328
strand	渚	1263
strange	奇	126
strangle	絞	1348
stratum	層	1065
straw	藁	2400
straw raincoat	蓑	2354
straw rope	縄	1377
strawberry	苺	2350
stream	川	127
street	丁	91
strengthen	彊	2240
stretcher	駕	2803
strict	堅	853
strike	打	653
string	紐	2661
stripe	縞	2671
strong	強	1235
strong saké	醇	2751
strung together	聯	2676
stubborn	頑	61
study	学	324
stuff up	填	2190
stumble	躓	2740
stupid	痴	1683
sturdy	剛	1964
sturdy oak	橿	2509
style	式	353
subjugate	征	881
submerge	潜	844
submit	供	1796
subscription	購	1817
substance	質	1137
substitute	代	1005
suck	吸	689
suckle	哺	3027
suckling infant	嬰	2193
sue	訟	787
suffering	苦	225
sugar	糖	1158
suit of armor	鎧	2076
suitable	適	441
sulphur	硫	763
sultry	暑	1260
summarize	纏	2663
summer	夏	296
summit	峰	1562
summit [alternate]	峯	2977
summons	聘	2678
sunshine	陽	1300
superfluous	冗	300
superintend	宰	1499
supinate	臥	2909
supplement	補	1840
suppose	存	684
surface	表	1546
surname	姓	1557
surpass	越	387
surplus	剰	1586
surround	囲	1807
sushi	鮨	2826
suspend	懸	1394
suspicious	怪	716
sutra	経	1360
swallow	燕	2869
swamp	沢	1072
sweat	汗	1651
sweep	掃	1152
sweet	甘	1757
sweet oak	椎	2505
sweet potato	藷	2402
sweet smelt	鮎	2817
sweets	飴	2801
swell	膨	1719
swift	迅	280
swim	泳	136
swing	揺	1967
swirling waters	洵	2290
sword	刀	83
sword	鋒	2768
symmetrically patterned	斐	2897
sympathize with	憐	2051
symptoms	症	1685
synthesis	綜	2660
system	制	418
tag	札	212
tail	尾	1915
tailor	裁	397
take	取	819
take along	連	287
tale	話	344
tall	高	307
tame	馴	2807
tariff	租	1778
task	務	1227
tassel	房	1078
tatami mat	畳	1784
tax	税	895
tea	茶	252
teach	教	1254
teacup	碗	2591
teardrops	泪	2294
tears	涙	1082
technique	芸	421
technique [old]	藝	2352
tempering	錬	2030
temple grove	杜	2500
temporarily	暫	1134
tempt	唆	766
ten	十	10
ten thousand	万	64
ten thousand [old]	萬	2969
tenacious	執	1506
tender	柔	1226
tenderness	優	993
tendril	蔓	2359
tenebrous	黎	2935
tense	緊	1374
terminate	鞠	2787
test	試	354
testicle	睾	2929
texture	肌	66
thatching	苫	2397
the following	翌	575
thick	厚	125
thigh	股	2454
thin	淡	164
thing	物	1050
think	思	605
third class	丙	1020
thirst	渇	451
this	斯	2890
this here	此	2043
thong	緒	1344
thorn	刺	417
thornbush	棘	2938
thou	汝	2303
thousand	千	40
thread	糸	1333
threaten	脅	871
three	三	3
throat	喉	2164
throw	投	706
thunder	雷	425
thwart	阻	1780
ticket	券	1206
tide	潮	141
tie	結	1351
ties	絆	2658
tiger	虎	1990
tight	窄	2614
tighten	締	1340
tile	瓦	1031
till	耕	1808
timber-trees	樹	1446
time	時	159
tin	錫	2764
tin can	缶	1965
tinker with	弄	2558
tinkling	玲	2568
tobacco	莨	2347
together	共	1795
toil	努	865
token	符	1001
tolerant	寛	226
tomb	墳	1198
tomb sanctuary	廟	2239
tombstone	碑	1512
tome	冊	1826
ton	噸	2949
tongue	舌	41
too much	余	1657
tool	具	74
tooth	歯	1171
topic	題	389
torch	炬	2536
tortoise	亀	534
torture	拷	1255
touch	接	672
tough	逞	2971
towel	巾	2101
tower	閣	1624
town	村	208
toy	玩	2567
track down	辿	2413
tracks	跡	1746
trade	貿	1424
traffic	通	1408
trail	踪	3019
training	稽	2088
tranquilize	鎮	276
transcend	超	385
transcription	疏	2922
transfer/alternate	迭	847
transit	渡	1195
transition	遷	1610
translate	訳	1073
translucent	亮	2920
transmit	伝	963
transparent	透	915
transport	輸	289
tray	盤	1872
tread	践	1286
treasure	宝	257
tree	木	195
tree-trunk	幹	1654
treetops	梢	201
tremendously	甚	1768
tribe	族	1222
tribute	貢	81
trickle	雫	2778
trifle	僅	2116
trim	薙	2353
trip	旅	1048
tripod	鼎	2865
triumph	凱	2077
trouble	悩	1935
trout	鱒	2814
true	真	75
trunk	胴	182
truss	縛	1376
trust	頼	1665
tryst	逢	2417
tug	牽	2550
tumor	腫	2467
tuna	鮪	2816
tune	調	349
turf	芝	1216
turn	番	1909
turn into	成	361
turnip	蕪	2401
turret	櫓	2508
tusk	牙	1904
twenty	廿	1190
twig	条	298
twine	綸	2656
twinkle	燿	2534
twirl	撚	2266
twist	糾	1509
two	二	2
two-mat area	坪	1486
tyrannize	虐	1998
ugly	醜	2020
umbrella	傘	1026
un-	非	1632
uncivilized	胡	2470
uncle	叔	718
uncommon	異	1797
undefiled	潔	1548
understandably	尤	2087
undertake	企	375
undress	脱	498
uneasiness	虞	1995
unfold	展	1925
unhulled rice	籾	2651
universal	普	1786
unlucky	厄	1415
unravel	解	1814
until	迄	2421
unusual	変	1745
upbringing	躾	2942
upright	貞	55
urge	迫	282
urine	尿	1053
use	使	990
usual	常	799
utensil	器	121
utilize	用	1181
utmost	最	821
vague	漠	230
valley	谷	788
value	価	1603
valve	弁	742
vapor	汽	1886
various	諸	1261
vast	弘	1234
vat	槽	1176
vegetable	菜	734
vegetable patch	圃	2918
vein	脈	1856
vendetta	讐	2707
venerable old man	翁	786
venison	宍	2216
verification	験	1980
verify	諒	2710
vermilion	朱	221
versify	吟	1589
vertical	縦	1338
vessels	隻	699
vestiges	蹟	2743
vicarious	摂	1739
vice-	副	89
victory	勝	1209
vie	競	434
villa	荘	322
village	町	92
villain	凶	1490
vine	蔦	1945
vinegar	酢	1434
violate	姦	2194
violent	激	497
violet	菫	2099
virtuous	善	1035
vis-a-vis	対	1726
viscera	腑	2456
visit a shrine	詣	2715
voice	声	1896
voiced	濁	835
void	虚	1993
volume	積	1543
vow	誓	1133
vulgar	俗	968
wait	待	879
waiter	侍	976
walk	歩	371
wall	壁	1500
wandering	浪	1470
war	戦	1929
ward	区	1696
ward off	防	1302
wardrobe	笥	2635
warehouse	庫	589
warm	温	1452
warmth	暖	1949
warped	歪	2862
warrior	武	377
warship	艦	1875
wash	洗	249
watch over	看	638
watchfire	燎	2535
watchtower	楼	930
water	水	130
water	汀	2312
waterfall	滝	537
waves	波	803
wax	蝋	2688
weak	弱	1236
wealth	富	193
weave	織	1334
wee hours	宵	189
week	週	318
weekday	曜	576
welcome	迎	1702
weld	錮	3013
welfare	祉	1091
well	井	1806
well finished	婉	2197
west	西	1602
wet	潤	1627
whale	鯨	315
wharf	埠	2189
what	何	1012
wheel	輪	1822
wherefore	由	1105
whetstone	砺	2595
whey	醍	2747
whip	鞭	2783
whirlpool	渦	1292
whisper	囁	2157
whit	些	2046
white	白	37
who?	誰	2712
whole	全	263
wholesale	卸	1397
wick	芯	2368
wicked	邪	1906
wide	広	739
widespread	氾	2301
widow	寡	617
wife	妻	1889
wild duck	鴨	2835
wild goose	雁	2150
wild mulberry	柘	2517
willow	柳	1421
wilt	凋	2135
wince	怯	2275
wind	風	524
winding	繰	1369
window	窓	749
windpipe	咽	2159
wing	翼	1798
wink	瞬	817
winnow	簸	2647
winnowing fan	箕	2643
winter	冬	427
wipe	拭	2254
wisdom	智	1224
wish	念	1590
wisteria	藤	1210
witch	魔	2022
with child	娠	2012
withdraw	控	1318
wither	枯	206
